EmployeeID,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,TotalWorkingYears,JobSatisfaction,WorkLifeBalance,Attrition
3905,26,Male,IT,Data Analyst,Medical,92064,1,5,1,3,No
3906,38,Female,Marketing,Marketing Manager,Human Resources,119903,4,17,2,4,No
3907,53,Female,Operations,Operations Executive,Life Sciences,162780,8,28,2,1,No
3908,33,Male,HR,HR Manager,Finance,33550,3,7,2,2,No
3909,47,Female,HR,HR Executive,Marketing,143306,15,17,2,2,Yes
3910,48,Female,IT,IT Manager,Human Resources,138879,14,18,3,1,No
3911,50,Male,Operations,Operations Manager,Life Sciences,64596,9,27,3,3,No
3912,52,Female,HR,HR Manager,Finance,154736,11,31,2,4,No
3913,42,Male,Operations,Operations Executive,Marketing,135806,7,19,4,2,No
3914,28,Female,Sales,Sales Manager,Life Sciences,151789,3,3,4,1,No
3915,33,Female,HR,HR Executive,Technical Degree,108597,3,4,1,1,Yes
3916,31,Male,Operations,Operations Executive,Medical,60434,3,9,1,1,No
3917,33,Male,Operations,Operations Manager,Technical Degree,117697,1,2,3,2,No
3918,37,Female,IT,Data Analyst,Life Sciences,176991,2,12,1,1,No
3919,32,Male,Operations,Operations Manager,Human Resources,117593,3,9,1,3,No
3920,30,Female,Marketing,Marketing Executive,Life Sciences,154618,4,10,2,2,No
3921,48,Male,Marketing,Marketing Executive,Life Sciences,89150,20,21,3,1,No
3922,23,Male,Sales,Sales Manager,Life Sciences,150846,0,2,4,1,No
3923,43,Male,Operations,Operations Manager,Medical,164191,5,18,4,4,No
3924,56,Female,HR,HR Manager,Marketing,171054,2,27,2,1,No
3925,24,Male,IT,Data Analyst,Medical,46694,4,4,3,2,No
3926,22,Female,Sales,Sales Executive,Life Sciences,127538,0,1,2,4,No
3927,39,Male,Marketing,Marketing Executive,Life Sciences,159654,15,17,3,4,No
3928,50,Male,HR,HR Executive,Marketing,55724,7,24,3,2,No
3929,32,Male,HR,HR Manager,Medical,92088,12,12,1,1,No
3930,52,Female,Marketing,Marketing Manager,Medical,86531,11,20,1,4,No
3931,55,Male,Finance,Finance Manager,Human Resources,149663,1,4,2,3,No
3932,51,Female,IT,Data Analyst,Medical,120814,11,22,1,3,No
3933,44,Male,HR,HR Manager,Finance,156019,1,1,4,1,No
3934,49,Male,HR,HR Executive,Technical Degree,45395,4,7,2,3,No
3935,36,Male,HR,HR Executive,Life Sciences,123240,3,15,4,4,No
3936,46,Female,Sales,Sales Manager,Marketing,77401,0,2,2,3,Yes
3937,24,Female,HR,HR Manager,Human Resources,45253,4,4,4,3,No
3938,28,Male,HR,HR Executive,Life Sciences,101764,6,6,1,2,Yes
3939,49,Female,IT,Developer,Life Sciences,177589,3,22,3,3,No
3940,59,Female,Finance,Analyst,Human Resources,32560,20,31,1,1,Yes
3941,43,Female,IT,Data Analyst,Marketing,84200,5,18,3,3,Yes
3942,37,Female,Finance,Analyst,Human Resources,32374,3,6,2,2,No
3943,46,Male,Sales,Sales Executive,Marketing,135999,13,18,1,2,No
3944,49,Male,Finance,Finance Manager,Human Resources,46273,14,23,3,1,No
3945,30,Male,Finance,Analyst,Technical Degree,154289,2,9,3,2,No
3946,54,Male,Operations,Operations Manager,Technical Degree,130131,19,22,2,1,No
3947,25,Female,Sales,Sales Executive,Technical Degree,93968,2,3,1,2,No
3948,49,Female,Finance,Finance Manager,Finance,78448,6,8,4,1,No
3949,57,Female,Finance,Analyst,Finance,130457,0,26,3,3,No
3950,51,Male,Sales,Sales Manager,Human Resources,91628,0,12,1,1,No
3951,50,Male,IT,Developer,Human Resources,52332,0,12,2,1,Yes
3952,26,Female,HR,HR Executive,Human Resources,144295,5,5,2,1,No
3953,43,Female,Operations,Operations Manager,Technical Degree,28202,13,17,1,1,No
3954,24,Female,HR,HR Manager,Marketing,101259,3,3,1,1,No
3955,40,Female,Finance,Analyst,Human Resources,91447,2,5,4,3,No
3956,54,Female,HR,HR Manager,Marketing,84984,4,8,1,4,No
3957,26,Female,Marketing,Marketing Executive,Life Sciences,129944,3,5,1,2,No
3958,60,Male,Marketing,Marketing Manager,Human Resources,98158,4,19,4,4,No
3959,37,Female,Finance,Finance Manager,Medical,86242,10,13,1,4,No
3960,48,Male,Finance,Analyst,Human Resources,109824,1,25,3,1,Yes
3961,35,Male,Marketing,Marketing Executive,Human Resources,136487,9,14,2,1,No
3962,51,Male,Operations,Operations Executive,Life Sciences,176152,17,23,3,4,No
3963,21,Female,Operations,Operations Executive,Marketing,109596,1,1,3,3,No
3964,35,Female,HR,HR Manager,Life Sciences,147892,11,15,2,4,No
3965,53,Female,Sales,Sales Manager,Technical Degree,120109,11,15,2,1,No
3966,21,Female,Sales,Sales Manager,Medical,29860,0,1,1,1,No
3967,38,Female,Operations,Operations Manager,Life Sciences,69342,0,11,1,3,No
3968,51,Male,Operations,Operations Manager,Human Resources,156646,18,20,1,3,No
3969,46,Male,IT,Developer,Life Sciences,70065,6,25,3,1,No
3970,38,Male,Operations,Operations Manager,Human Resources,71531,1,13,4,1,No
3971,26,Female,Operations,Operations Executive,Medical,64345,6,6,1,4,No
3972,31,Female,HR,HR Executive,Marketing,46315,3,6,2,3,No
3973,34,Female,Finance,Analyst,Finance,115186,8,14,4,1,No
3974,26,Male,Sales,Sales Manager,Technical Degree,70735,1,3,4,4,Yes
3975,35,Male,Marketing,Marketing Manager,Medical,72159,15,15,1,3,No
3976,23,Female,Finance,Analyst,Life Sciences,151130,3,3,3,1,No
3977,30,Male,Operations,Operations Manager,Medical,111320,5,5,2,3,No
3978,56,Male,Finance,Finance Manager,Human Resources,83651,15,30,4,3,No
3979,58,Male,HR,HR Manager,Marketing,64049,11,25,2,1,No
3980,26,Male,Operations,Operations Executive,Life Sciences,52176,1,3,1,1,Yes
3981,51,Female,Sales,Sales Executive,Medical,122768,10,16,1,2,No
3982,27,Male,Finance,Finance Manager,Life Sciences,61551,2,3,2,2,No
3983,36,Male,Operations,Operations Manager,Marketing,149390,16,16,1,3,Yes
3984,54,Male,IT,Developer,Marketing,140240,11,28,2,4,No
3985,56,Male,Sales,Sales Manager,Human Resources,123509,5,9,1,1,No
3986,27,Male,Sales,Sales Manager,Medical,142739,3,3,3,3,No
3987,49,Male,Sales,Sales Executive,Human Resources,139732,20,24,2,1,Yes
3988,57,Male,Sales,Sales Manager,Human Resources,69315,8,20,3,3,No
3989,21,Female,IT,Developer,Medical,118343,1,1,3,2,No
3990,28,Female,Marketing,Marketing Executive,Life Sciences,170596,8,8,2,2,No
3991,52,Male,HR,HR Manager,Human Resources,68508,15,32,3,4,No
3992,48,Female,Sales,Sales Manager,Life Sciences,109181,9,12,2,2,No
3993,47,Male,IT,IT Manager,Finance,130274,15,15,2,2,Yes
3994,27,Male,IT,Developer,Marketing,82728,5,6,1,2,No
3995,35,Male,Finance,Analyst,Human Resources,45230,15,15,4,1,No
3996,22,Female,Operations,Operations Executive,Technical Degree,166152,1,1,2,1,No
3997,23,Female,Operations,Operations Executive,Finance,50296,3,3,4,2,No
3998,40,Female,Finance,Analyst,Life Sciences,150352,13,17,2,2,No
3999,29,Female,IT,BI Analyst,Medical,112893,9,9,2,4,No
4000,29,Male,Marketing,Marketing Executive,Marketing,66656,0,7,1,3,No
4001,21,Female,Finance,Finance Manager,Finance,166454,0,1,3,3,No
4002,49,Female,IT,Developer,Life Sciences,73614,8,17,1,3,No
4003,47,Female,Finance,Finance Manager,Finance,98559,15,27,1,2,Yes
4004,59,Female,IT,BI Analyst,Finance,34289,19,26,1,1,No
4005,23,Female,Sales,Sales Manager,Technical Degree,126606,2,2,4,1,No
4006,40,Female,IT,BI Analyst,Life Sciences,26456,16,18,1,1,Yes
4007,47,Male,Sales,Sales Manager,Technical Degree,91039,8,19,4,4,No
4008,43,Male,Marketing,Marketing Manager,Technical Degree,131505,5,16,1,3,No
4009,29,Male,IT,IT Manager,Finance,135638,5,8,1,1,No
4010,26,Female,IT,BI Analyst,Technical Degree,54387,0,4,2,1,No
4011,24,Male,HR,HR Manager,Technical Degree,121504,4,4,3,1,No
4012,25,Female,Sales,Sales Manager,Finance,43653,3,4,4,3,No
4013,33,Male,Marketing,Marketing Manager,Medical,35451,13,13,2,2,No
4014,51,Female,IT,IT Manager,Technical Degree,119954,1,6,3,4,Yes
4015,58,Male,Finance,Finance Manager,Finance,120806,13,22,2,3,No
4016,32,Female,Operations,Operations Executive,Finance,48073,8,8,2,4,No
4017,52,Male,Marketing,Marketing Manager,Finance,66187,19,32,4,3,No
4018,54,Female,Finance,Finance Manager,Human Resources,30246,18,27,1,3,No
4019,39,Female,HR,HR Executive,Marketing,156894,17,19,4,1,No
4020,51,Male,IT,IT Manager,Technical Degree,174990,13,21,4,2,No
4021,30,Male,HR,HR Manager,Medical,172561,5,5,1,4,Yes
4022,40,Female,Operations,Operations Manager,Life Sciences,144991,14,17,4,4,No
4023,58,Male,Marketing,Marketing Executive,Technical Degree,120625,3,15,2,4,No
4024,28,Female,Operations,Operations Executive,Human Resources,176878,7,8,4,1,No
4025,57,Female,IT,BI Analyst,Human Resources,123243,3,4,4,2,No
4026,38,Female,Sales,Sales Manager,Human Resources,151174,14,17,1,3,Yes
4027,44,Female,Sales,Sales Executive,Medical,47426,0,22,3,3,No
4028,60,Male,Finance,Analyst,Human Resources,145138,19,29,3,2,No
4029,56,Female,Finance,Finance Manager,Marketing,113246,8,19,3,4,No
4030,38,Male,HR,HR Manager,Finance,112546,5,5,1,3,No
4031,51,Female,IT,Data Analyst,Finance,163404,15,19,2,4,No
4032,24,Female,Operations,Operations Manager,Human Resources,66311,4,4,4,4,Yes
4033,32,Female,Operations,Operations Executive,Marketing,139079,12,12,3,3,No
4034,23,Female,Marketing,Marketing Manager,Human Resources,129360,0,3,1,4,No
4035,29,Male,IT,BI Analyst,Medical,52832,4,7,4,3,No
4036,33,Female,Sales,Sales Manager,Marketing,177552,10,13,3,1,No
4037,43,Female,Finance,Analyst,Medical,126763,1,4,1,3,No
4038,60,Male,Sales,Sales Manager,Medical,79567,16,20,1,4,No
4039,34,Female,Sales,Sales Executive,Technical Degree,105707,12,14,1,2,Yes
4040,48,Male,HR,HR Executive,Finance,98061,18,20,3,1,No
4041,60,Female,IT,BI Analyst,Life Sciences,55928,19,22,2,3,No
4042,27,Female,HR,HR Executive,Medical,146149,2,6,1,3,No
4043,26,Male,Finance,Analyst,Technical Degree,32207,5,5,2,2,No
4044,48,Male,Operations,Operations Manager,Finance,65418,13,21,2,3,No
4045,39,Female,IT,BI Analyst,Marketing,156310,5,13,3,4,No
4046,24,Male,Finance,Finance Manager,Human Resources,72005,1,1,4,4,No
4047,25,Male,Operations,Operations Executive,Human Resources,118782,3,3,1,3,No
4048,38,Female,IT,Data Analyst,Finance,89508,9,17,4,2,No
4049,53,Female,IT,Data Analyst,Human Resources,45777,16,24,2,4,No
4050,55,Female,Finance,Finance Manager,Finance,46879,12,31,1,3,Yes
4051,60,Female,HR,HR Manager,Marketing,72878,12,22,3,1,No
4052,30,Male,Sales,Sales Executive,Human Resources,30292,0,4,3,1,No
4053,29,Male,Sales,Sales Executive,Human Resources,90366,9,9,2,4,Yes
4054,54,Male,Finance,Finance Manager,Medical,128719,3,21,2,3,No
4055,34,Female,HR,HR Manager,Technical Degree,45829,14,14,1,1,No
4056,35,Male,IT,IT Manager,Finance,82383,2,15,4,1,No
4057,38,Male,Marketing,Marketing Manager,Human Resources,49189,18,18,4,3,No
4058,32,Female,HR,HR Executive,Finance,141733,1,12,2,4,Yes
4059,26,Male,Marketing,Marketing Executive,Medical,50613,6,6,3,2,No
4060,31,Female,Operations,Operations Executive,Technical Degree,29076,11,11,1,4,Yes
4061,46,Male,Finance,Finance Manager,Technical Degree,107075,1,6,1,3,Yes
4062,25,Female,IT,Developer,Finance,33531,4,4,3,3,Yes
4063,28,Male,HR,HR Executive,Finance,40235,5,8,2,4,No
4064,52,Female,Finance,Finance Manager,Human Resources,134350,19,25,1,3,No
4065,51,Female,HR,HR Manager,Life Sciences,96660,11,11,2,2,No
4066,53,Male,IT,BI Analyst,Human Resources,153981,13,16,3,3,No
4067,28,Male,IT,Developer,Life Sciences,171296,4,8,1,4,Yes
4068,42,Female,Operations,Operations Manager,Technical Degree,36020,11,18,2,4,No
4069,38,Female,Sales,Sales Manager,Marketing,103380,9,10,3,2,No
4070,52,Male,Marketing,Marketing Manager,Technical Degree,163945,20,20,1,3,No
4071,49,Female,Sales,Sales Executive,Life Sciences,133803,16,26,2,4,No
4072,37,Male,Finance,Analyst,Human Resources,172702,2,15,1,3,Yes
4073,49,Male,IT,Developer,Human Resources,36558,20,20,4,1,No
4074,30,Male,Finance,Finance Manager,Technical Degree,147559,10,10,4,4,No
4075,50,Male,Finance,Analyst,Finance,34898,2,12,1,4,No
4076,28,Male,IT,BI Analyst,Medical,26427,8,8,4,4,No
4077,44,Male,Finance,Finance Manager,Human Resources,51908,14,20,4,4,No
4078,29,Male,IT,IT Manager,Technical Degree,71367,1,3,2,3,No
4079,58,Female,HR,HR Executive,Medical,119995,4,11,2,4,No
4080,33,Male,IT,Data Analyst,Technical Degree,98502,6,13,1,1,Yes
4081,39,Male,Operations,Operations Manager,Technical Degree,127519,14,19,1,1,Yes
4082,24,Male,IT,Data Analyst,Marketing,133774,4,4,1,1,No
4083,23,Female,Finance,Finance Manager,Life Sciences,69145,0,3,1,4,No
4084,42,Female,HR,HR Manager,Life Sciences,52684,19,21,3,1,No
4085,30,Male,IT,IT Manager,Marketing,116021,9,10,4,2,No
4086,45,Male,Finance,Analyst,Technical Degree,74285,16,23,2,1,No
4087,23,Female,Finance,Finance Manager,Marketing,95315,0,3,1,4,No
4088,27,Female,Marketing,Marketing Manager,Human Resources,55739,3,5,1,1,No
4089,53,Female,Finance,Finance Manager,Human Resources,172735,9,16,2,1,No
4090,41,Male,Sales,Sales Executive,Human Resources,25343,20,21,4,1,No
4091,39,Female,Finance,Analyst,Life Sciences,38353,9,16,3,2,Yes
4092,54,Male,HR,HR Manager,Marketing,66892,18,18,4,4,No
4093,41,Female,Sales,Sales Executive,Marketing,56003,20,20,3,4,No
4094,55,Male,Operations,Operations Executive,Medical,152065,9,14,3,1,No
4095,49,Male,Finance,Analyst,Medical,107505,5,16,2,2,Yes
4096,41,Female,Finance,Analyst,Life Sciences,55688,11,11,2,3,Yes
4097,56,Male,Sales,Sales Manager,Medical,115577,16,31,1,3,Yes
4098,26,Male,Marketing,Marketing Manager,Finance,119072,4,4,1,3,Yes
4099,37,Male,Sales,Sales Manager,Marketing,122958,1,9,1,3,No
4100,47,Female,HR,HR Manager,Medical,125315,19,21,3,4,No
4101,57,Male,HR,HR Executive,Technical Degree,71705,4,27,2,1,No
4102,47,Male,IT,Data Analyst,Marketing,46221,1,15,2,3,No
4103,60,Male,IT,Data Analyst,Medical,47688,9,28,2,3,No
4104,45,Female,HR,HR Manager,Technical Degree,74726,18,22,4,3,No
4105,26,Male,Marketing,Marketing Executive,Technical Degree,107606,5,6,3,3,No
4106,27,Female,Sales,Sales Manager,Human Resources,86003,4,7,1,4,No
4107,23,Male,HR,HR Executive,Marketing,27053,1,1,3,2,No
4108,27,Male,HR,HR Executive,Human Resources,63056,6,6,3,1,No
4109,21,Female,Sales,Sales Manager,Human Resources,89266,0,1,4,4,No
4110,30,Female,Sales,Sales Manager,Human Resources,66993,6,6,4,3,No
4111,53,Male,HR,HR Manager,Marketing,78781,0,22,4,2,No
4112,57,Male,HR,HR Executive,Finance,49475,14,14,2,3,No
4113,44,Female,Marketing,Marketing Manager,Marketing,128854,3,19,2,1,Yes
4114,54,Female,IT,IT Manager,Human Resources,42831,5,21,4,4,Yes
4115,31,Female,Operations,Operations Executive,Human Resources,37307,7,11,3,2,No
4116,48,Male,Finance,Analyst,Finance,142856,17,18,2,2,No
4117,59,Male,Operations,Operations Manager,Technical Degree,81870,14,14,1,1,No
4118,60,Male,Operations,Operations Executive,Technical Degree,92758,17,28,3,4,No
4119,33,Male,Operations,Operations Executive,Human Resources,108445,4,10,4,4,No
4120,27,Female,Sales,Sales Executive,Technical Degree,157213,3,3,1,4,No
4121,59,Male,Sales,Sales Manager,Finance,104611,18,33,2,1,No
4122,54,Female,HR,HR Manager,Finance,112668,5,34,2,4,Yes
4123,22,Male,Operations,Operations Manager,Marketing,112460,1,1,3,4,No
4124,33,Female,Marketing,Marketing Manager,Human Resources,99371,11,11,2,1,No
4125,51,Male,HR,HR Manager,Human Resources,97232,19,28,3,2,No
4126,49,Male,Operations,Operations Executive,Medical,117237,7,8,4,4,No
4127,49,Female,Finance,Analyst,Human Resources,130112,16,20,3,1,No
4128,47,Female,IT,BI Analyst,Finance,55630,12,16,4,3,No
4129,42,Male,HR,HR Manager,Medical,93960,9,11,3,4,No
4130,50,Male,HR,HR Executive,Life Sciences,135106,5,9,4,3,Yes
4131,27,Male,Finance,Finance Manager,Marketing,67897,3,7,4,2,No
4132,33,Female,Operations,Operations Executive,Human Resources,61130,13,13,2,3,No
4133,32,Female,Marketing,Marketing Manager,Technical Degree,137913,9,12,1,1,No
4134,56,Male,IT,BI Analyst,Human Resources,77630,1,20,4,1,No
4135,35,Male,HR,HR Manager,Human Resources,129540,11,11,1,1,No
4136,45,Male,IT,BI Analyst,Medical,178477,20,20,4,1,No
4137,24,Female,Sales,Sales Executive,Technical Degree,137640,4,4,4,3,No
4138,36,Male,Finance,Finance Manager,Finance,50188,1,2,4,3,No
4139,40,Male,Marketing,Marketing Manager,Technical Degree,26113,20,20,3,2,No
4140,33,Female,Marketing,Marketing Manager,Technical Degree,76981,0,7,2,1,No
4141,23,Female,IT,Developer,Life Sciences,164516,3,3,4,1,No
4142,21,Male,HR,HR Manager,Human Resources,33788,0,1,1,4,Yes
4143,36,Female,IT,BI Analyst,Life Sciences,133500,9,13,3,2,No
4144,39,Male,Finance,Analyst,Marketing,94044,15,18,1,1,No
4145,57,Female,Operations,Operations Manager,Technical Degree,169030,11,17,4,3,No
4146,24,Male,Operations,Operations Executive,Marketing,43285,2,4,3,3,No
4147,46,Female,Sales,Sales Executive,Human Resources,30366,8,15,2,2,No
4148,39,Female,Marketing,Marketing Manager,Medical,84742,9,12,2,3,No
4149,39,Female,IT,IT Manager,Finance,148849,1,10,4,2,No
4150,30,Male,Finance,Finance Manager,Life Sciences,102547,8,8,1,1,No
4151,56,Female,Sales,Sales Manager,Marketing,70545,9,18,2,2,Yes
4152,53,Male,Sales,Sales Executive,Marketing,118191,4,17,3,4,No
4153,21,Female,Finance,Analyst,Marketing,148095,1,1,1,3,No
4154,45,Female,Finance,Finance Manager,Technical Degree,63636,11,12,2,3,Yes
4155,22,Male,Sales,Sales Manager,Medical,133633,2,2,2,1,No
4156,36,Female,Finance,Finance Manager,Marketing,166525,10,13,3,3,No
4157,30,Female,Marketing,Marketing Executive,Finance,44221,8,8,1,1,Yes
4158,53,Male,HR,HR Executive,Human Resources,92116,2,22,3,4,No
4159,24,Female,Marketing,Marketing Manager,Finance,121972,3,3,1,4,Yes
4160,46,Female,Marketing,Marketing Executive,Finance,81967,4,16,2,4,No
4161,29,Female,Marketing,Marketing Executive,Medical,143752,6,8,2,1,No
4162,37,Female,Operations,Operations Executive,Human Resources,151160,15,15,2,4,No
4163,31,Male,Marketing,Marketing Manager,Medical,179381,11,11,4,2,No
4164,38,Male,Finance,Finance Manager,Medical,178676,8,9,2,3,No
4165,30,Female,HR,HR Manager,Marketing,51373,9,9,4,3,Yes
4166,49,Male,IT,BI Analyst,Marketing,154533,17,28,1,3,No
4167,49,Female,HR,HR Executive,Human Resources,43673,18,21,2,3,No
4168,27,Male,Sales,Sales Manager,Life Sciences,119575,7,7,1,2,Yes
4169,52,Male,Sales,Sales Executive,Technical Degree,105659,16,29,3,4,Yes
4170,41,Male,Sales,Sales Executive,Technical Degree,39000,7,15,4,2,Yes
4171,45,Female,HR,HR Manager,Technical Degree,69722,19,20,4,2,No
4172,32,Male,Marketing,Marketing Manager,Finance,160165,2,8,4,3,No
4173,37,Female,Finance,Analyst,Medical,153974,6,14,2,1,No
4174,40,Female,HR,HR Executive,Finance,90823,20,20,3,1,No
4175,57,Male,Finance,Finance Manager,Medical,71087,20,32,3,2,No
4176,52,Female,Marketing,Marketing Executive,Medical,117994,14,16,4,2,No
4177,49,Male,Finance,Analyst,Life Sciences,53785,1,11,2,3,Yes
4178,55,Male,HR,HR Executive,Technical Degree,59230,13,27,1,4,No
4179,47,Female,Finance,Finance Manager,Life Sciences,45230,13,27,4,4,No
4180,24,Male,Sales,Sales Manager,Human Resources,96332,2,2,1,1,Yes
4181,42,Female,Marketing,Marketing Manager,Technical Degree,104717,14,20,4,3,No
4182,33,Male,Marketing,Marketing Manager,Life Sciences,179127,11,11,4,4,No
4183,48,Female,Finance,Analyst,Human Resources,30508,16,21,2,2,No
4184,28,Female,Marketing,Marketing Executive,Marketing,31140,4,7,4,1,No
4185,21,Male,IT,Data Analyst,Finance,102683,1,1,2,1,No
4186,58,Male,IT,Data Analyst,Human Resources,175864,6,7,4,1,No
4187,48,Female,Sales,Sales Executive,Life Sciences,129151,12,15,1,2,No
4188,38,Male,Finance,Analyst,Life Sciences,145618,3,6,4,4,No
4189,47,Female,Operations,Operations Manager,Medical,173822,14,14,4,1,No
4190,30,Female,IT,Developer,Finance,82406,2,10,1,4,No
4191,57,Female,IT,IT Manager,Technical Degree,157315,17,33,2,3,No
4192,54,Male,Operations,Operations Manager,Finance,137932,12,29,2,4,No
4193,23,Female,HR,HR Executive,Life Sciences,110053,3,3,3,4,No
4194,34,Female,Sales,Sales Executive,Human Resources,64685,6,13,1,1,No
4195,38,Female,Marketing,Marketing Executive,Technical Degree,66780,0,17,2,3,No
4196,36,Male,Operations,Operations Executive,Finance,135137,14,14,3,1,No
4197,44,Male,HR,HR Executive,Finance,86816,18,21,4,1,No
4198,44,Male,Operations,Operations Executive,Life Sciences,44545,3,19,2,4,No
4199,59,Male,Finance,Finance Manager,Technical Degree,138300,1,20,3,3,No
4200,42,Male,Marketing,Marketing Executive,Finance,83389,3,22,3,2,No
4201,60,Female,Marketing,Marketing Executive,Finance,165222,5,18,1,1,No
4202,54,Female,Sales,Sales Manager,Finance,105819,2,20,1,4,No
4203,27,Female,IT,Developer,Human Resources,64875,7,7,3,2,No
4204,42,Male,Sales,Sales Executive,Technical Degree,115345,16,21,2,3,No
4205,52,Male,Operations,Operations Manager,Life Sciences,109488,18,29,4,2,No
4206,33,Female,HR,HR Executive,Marketing,41908,1,6,4,1,No
4207,60,Male,HR,HR Manager,Medical,147747,9,29,4,3,No
4208,53,Male,Finance,Finance Manager,Human Resources,120131,6,11,1,1,Yes
4209,37,Female,HR,HR Executive,Medical,141147,4,6,4,4,Yes
4210,48,Female,Finance,Analyst,Technical Degree,86548,16,18,3,3,No
4211,26,Female,Operations,Operations Executive,Human Resources,26096,1,5,1,1,No
4212,27,Male,IT,BI Analyst,Marketing,80239,5,5,3,3,No
4213,44,Female,HR,HR Manager,Marketing,81546,0,16,4,2,Yes
4214,35,Male,Finance,Analyst,Medical,86532,4,8,3,2,Yes
4215,57,Male,Finance,Finance Manager,Technical Degree,139602,13,23,2,1,No
4216,47,Male,Sales,Sales Executive,Medical,110477,8,18,1,3,No
4217,51,Female,Finance,Analyst,Medical,161155,17,19,4,2,No
4218,57,Male,IT,Data Analyst,Finance,143438,6,33,1,4,No
4219,53,Male,Marketing,Marketing Manager,Finance,124753,14,20,1,1,No
4220,30,Male,HR,HR Manager,Life Sciences,132156,3,4,4,3,No
4221,29,Female,Finance,Analyst,Human Resources,31410,7,9,2,3,No
4222,45,Female,IT,BI Analyst,Medical,135475,17,25,2,4,Yes
4223,21,Male,Operations,Operations Manager,Finance,90057,0,1,2,1,No
4224,42,Female,HR,HR Manager,Technical Degree,76184,14,19,4,4,No
4225,41,Male,Sales,Sales Executive,Technical Degree,69310,12,14,2,1,No
4226,38,Male,IT,BI Analyst,Human Resources,173315,4,13,4,1,No
4227,23,Female,Sales,Sales Manager,Finance,93942,3,3,3,1,Yes
4228,54,Female,Operations,Operations Executive,Life Sciences,61933,4,23,1,4,Yes
4229,52,Male,Finance,Analyst,Finance,154856,16,27,1,1,No
4230,45,Female,Sales,Sales Manager,Medical,133833,19,21,2,3,No
4231,29,Male,Finance,Analyst,Life Sciences,69069,3,5,1,4,No
4232,27,Female,Sales,Sales Manager,Medical,78565,4,5,4,1,No
4233,56,Female,Sales,Sales Manager,Marketing,93438,16,25,3,2,No
4234,32,Male,Sales,Sales Executive,Life Sciences,154591,6,12,4,4,No
4235,53,Female,Marketing,Marketing Executive,Medical,86062,1,20,3,2,Yes
4236,45,Male,IT,BI Analyst,Life Sciences,71288,16,20,1,1,No
4237,38,Female,Operations,Operations Manager,Technical Degree,48985,14,15,2,1,Yes
4238,40,Male,Operations,Operations Manager,Marketing,81938,12,12,1,2,No
4239,54,Male,Sales,Sales Manager,Human Resources,29446,3,31,3,2,No
4240,26,Female,Finance,Analyst,Life Sciences,68714,4,5,1,4,Yes
4241,29,Female,IT,BI Analyst,Marketing,128872,7,7,1,1,Yes
4242,22,Male,Sales,Sales Executive,Marketing,72414,0,1,3,1,No
4243,25,Male,HR,HR Executive,Medical,33385,1,4,2,1,No
4244,25,Male,Finance,Analyst,Human Resources,126584,2,5,1,2,No
4245,52,Male,IT,Data Analyst,Human Resources,99013,5,6,3,1,No
4246,43,Female,Marketing,Marketing Executive,Finance,79213,7,14,3,1,Yes
4247,29,Male,HR,HR Manager,Human Resources,34349,5,5,3,3,No
4248,44,Male,HR,HR Executive,Medical,51344,2,12,2,2,No
4249,33,Female,IT,IT Manager,Technical Degree,178745,0,13,2,3,No
4250,42,Male,Sales,Sales Executive,Marketing,133756,18,21,3,2,No
4251,54,Female,IT,Data Analyst,Medical,97863,11,26,2,2,No
4252,22,Female,Sales,Sales Executive,Technical Degree,51731,2,2,4,2,No
4253,40,Male,Sales,Sales Executive,Marketing,56792,13,16,3,4,No
4254,44,Male,Operations,Operations Manager,Life Sciences,101140,11,19,4,3,No
4255,59,Female,Operations,Operations Executive,Life Sciences,80996,0,8,2,1,Yes
4256,46,Female,Operations,Operations Executive,Life Sciences,54384,0,26,4,3,Yes
4257,45,Female,Marketing,Marketing Executive,Finance,117882,14,21,1,3,No
4258,53,Female,HR,HR Executive,Marketing,76453,20,24,4,3,No
4259,21,Female,Sales,Sales Executive,Marketing,46058,1,1,1,2,No
4260,45,Female,Finance,Finance Manager,Life Sciences,91196,9,11,3,2,No
4261,39,Female,Marketing,Marketing Manager,Life Sciences,41889,10,13,3,3,No
4262,24,Female,Operations,Operations Executive,Human Resources,136812,1,1,3,3,No
4263,49,Male,Finance,Analyst,Medical,91638,4,22,2,4,No
4264,37,Female,Sales,Sales Executive,Human Resources,161712,10,10,1,3,No
4265,33,Female,Sales,Sales Executive,Life Sciences,140262,6,6,3,1,No
4266,44,Male,HR,HR Executive,Human Resources,109672,5,15,2,1,Yes
4267,32,Female,IT,Data Analyst,Technical Degree,175994,8,8,3,3,No
4268,27,Female,Finance,Analyst,Medical,142737,6,6,1,3,No
4269,49,Male,HR,HR Executive,Life Sciences,78520,6,25,2,4,No
4270,58,Male,Operations,Operations Executive,Human Resources,117785,13,33,4,1,No
4271,38,Female,Finance,Finance Manager,Human Resources,123572,13,16,3,4,No
4272,24,Female,HR,HR Manager,Marketing,117534,4,4,1,1,No
4273,43,Male,Operations,Operations Executive,Medical,177075,14,14,2,4,Yes
4274,27,Male,Finance,Finance Manager,Life Sciences,163598,4,5,2,3,No
4275,55,Male,HR,HR Executive,Technical Degree,172959,13,23,1,1,No
4276,59,Male,HR,HR Executive,Finance,76055,1,22,1,4,No
4277,24,Female,Marketing,Marketing Executive,Human Resources,29865,1,3,1,4,No
